,bio,followers,following,following_back,highlight_count,mutual,post_count,private,recently_joined,username,verified
myamccormack,"va | clemson
@dithpothables",2853,2069,1,6,85,35,True,False,myamccormack,False
tyler_h0use,,857,599,1,0,11,16,True,False,tyler_h0use,False
caleighcald,"all to Him I owe |  @clemson_zeta 
snap: caleighhh01",1837,912,1,0,36,99,False,False,caleighcald,False
la_da_dottie,//clemson’23// ΔΔΔ                                                      @clemsontridelta,1769,987,1,6,80,150,True,False,la_da_dottie,False
jennamccall2000,clemson ‘22 � |  jonah 2:2,895,329,1,3,7,47,True,False,jennamccall2000,False
juliaellen74,"greetings loved ones let’s take a journey 
NC // @clemson_zeta",1343,1444,1,8,29,178,True,False,juliaellen74,False
madileeboyd,"rock hill, sc | clemson ‘23!!! 
� � smile & love others",1389,1087,1,8,32,81,True,False,madileeboyd,False
elizabethwhalenn,nj ☆ clemson ‘23  ☆ AΦ,1494,1215,1,0,64,148,True,False,elizabethwhalenn,False
carolynrostkowski,fl ☆ clemson ☆ KΔ,1668,1124,1,0,84,37,True,False,carolynrostkowski,False
kayla_hejlik,@clemsontridelta �,2809,1097,1,4,105,114,False,False,kayla_hejlik,False
saragatesmay,"clemson | kappa delta
just the life of a blessed mess.",1517,1181,1,5,77,119,True,False,saragatesmay,False
kenziehechtel,"☆ clemson ‘23 
☆ sc: kenziemay23
☆ chi > clt > clem",1268,899,1,2,11,5,False,False,kenziehechtel,False
anna.spencer,"CU ‘23 | ΣΑΩ
Jesus, let them see you in me",1637,1191,1,5,21,182,True,False,anna.spencer,False
maryfeath,birthday twins w/// Stevie Nicks � � � clemmy/// adpi,1473,975,1,0,85,51,False,False,maryfeath,False
sydney.langley,clemson ‘23,1488,855,1,4,55,73,False,False,sydney.langley,False
hana_bernik,NJ • clemson,1880,1329,1,10,24,118,False,False,hana_bernik,False
merediithreese,@clemsontridelta,1477,1230,1,0,74,154,False,False,merediithreese,False
alexandranastasi,"nj ☆ clemson ‘23
@clemsonalphaphi",1880,1034,1,0,39,194,True,False,alexandranastasi,False
campbellbabb,Clemson ΚΚΓ,1122,1242,1,0,63,47,True,False,campbellbabb,False
tscarpenter_,..and yet I will praise Him.,1977,625,1,6,41,38,True,False,tscarpenter_,False
caroline.hudson,"baltimore ☆ clemson 
@kkgclemson",2091,1933,1,5,125,166,False,False,caroline.hudson,False
ktphung,myrtle bch ╳ clemson triΔ,2045,834,1,2,89,39,False,False,ktphung,False
averycarlyn,"You are my joy, my everything�
@clemsonadpi",1774,1531,1,10,80,56,False,False,averycarlyn,False
lizzielathamm,CU’23 ☆ @axoclemson,1548,1133,1,1,100,48,True,False,lizzielathamm,False
embrady_11,"clemson, sc ♡ unbelievably blessed �� CU ‘23 ��� clemson tiger twirler ��",781,210,1,0,12,53,True,False,embrady_11,False
edyehumphrey,@kkgclemson,1931,1048,1,1,80,97,True,False,edyehumphrey,False
miciahpendarvis,Clemson ‘23 ΑΔΠ,1653,1466,1,6,48,183,False,False,miciahpendarvis,False
sara.medei,"☺� bethlehem, pa ☺�
� univ of tennessee �
� ΠBφ @utkpiphi � ��◡�ॣॣ�*.��╟╢ᎯƤƤᎽ*.��",1621,1341,1,5,2,27,False,False,sara.medei,False
kaitshumpy,"walk humbly, love genuinely // clemson university",1808,999,1,7,61,67,False,False,kaitshumpy,False
annawhhite,"�Clemson University Feature Twirler�                                 
•  start each day with a grateful heart  •
@clemsonuniversity ‘23 � 
Team USA ��",4172,1032,1,7,20,248,False,False,annawhhite,False
amazingly_grace67,"Clemson rowing ‘23
@clemsonalphaphi 
A wise man once said: “If you’re not first, you’re last.”",2005,1329,1,13,48,138,False,False,amazingly_grace67,False
sydneybmcmahon,"� book@3BBM.com
� snap � syd1492
� @kkgclemson",3075,2778,1,12,96,275,False,False,sydneybmcmahon,False
goodwinalexx,Clemson University,2366,1155,1,5,45,179,False,False,goodwinalexx,False
landryyhinkle,512,1472,1378,1,5,2,36,True,False,landryyhinkle,False
_emilybrandt,PGH // Clemson ‘23 // ΑΦ,1619,1111,1,4,50,106,True,False,_emilybrandt,False
allyfriberg,"nj☆clemson ‘23
aphi
sc-afriberg33",1236,985,1,0,47,154,True,False,allyfriberg,False
sarahmargaretsandlin,"� CLEMSON ‘23 � CHARLOTTE, NC � ΣK
@sarahmargaretphotos 
� sc- sarahmargaret20",4021,1798,1,23,62,147,False,False,sarahmargaretsandlin,False
braidenvelletta_,"dallas ☆ clemson ‘23
KΔ ☆ @clemsonkappadelta
snap ☆ braidenreese",1930,1777,1,4,74,65,False,False,braidenvelletta_,False
megan.marschewski,KΔ Clemson Univ- NC,1414,1381,1,0,66,65,True,False,megan.marschewski,False
paigearonhalt,@clemsontridelta,1449,921,1,5,69,106,False,False,paigearonhalt,False
bethany_holden5,�Charleston | Clemson | @kkgclemson                                              �seventy times seven | Matthew 18:21-22,1923,1472,1,6,77,83,True,False,bethany_holden5,False
avareagan_,"pawleys island                
Clemson ‘22 � � ΚΚΓ",2093,1648,1,11,105,185,False,False,avareagan_,False
linda_kieu_,"greenville, sc || clemson || tntt pxnvt",1860,1195,1,6,47,94,True,False,linda_kieu_,False
katcoplin,@kkgclemson,1819,1522,1,3,103,218,True,False,katcoplin,False
alidespainn,"Clemson Tennis ‘23 • Δ Δ Δ
Saved by Grace",2498,1975,1,4,69,55,True,False,alidespainn,False
eve.garry,Going Through a Quarter Life Crisis                                                                     |snap&tiktok// eveagarry| @axoclemson,3007,2254,1,7,108,300,False,False,eve.garry,False
juliadonevant,"myrtle beach 
@clemsontridelta",1925,1482,1,2,99,61,True,False,juliadonevant,False
soph.jos,DO IT FOR THE CITY���  ������������ ��  � myrtle ★ ★ @deltazetaclemson ★ ★ sc: soph.jos,1588,1121,1,4,44,150,True,False,soph.jos,False
haley_sharrit,"☆Jacksonville, Florida → Clemson ☆ ΑΔΠ☆
ᴸᴱᵀ ᴹᵞ ᴸᴵᶠᴱ ᵀᴱᴸᴸ ᴼᶠ ᵂᴴᴼ ᵞᴼᵁ ᴬᴿᴱ ♱
Younglife :)",1759,1678,1,10,87,114,False,False,haley_sharrit,False
perksofbeingclaire,"clemson ‘22 | adpi | conway, sc",2941,856,1,6,33,82,False,False,perksofbeingclaire,False
amanda_sanko_,"Pittsford ‘19// Clemson ‘23
Snap: a_sank123                                          ↠ ΠΒΦ",1069,815,1,0,18,7,True,False,amanda_sanko_,False
ellie_rhinehart,@kkgclemson @rtroncampus rep  ���,3137,1538,1,7,124,121,False,False,ellie_rhinehart,False
kallimangean,nj || @clemson_zeta ||,1665,985,1,5,59,37,True,False,kallimangean,False
echaly,Clemson ΔΔΔ,1787,1181,1,0,75,108,True,False,echaly,False
awclark_the_herald_angels_sing,"red headed stranger
clemson alpha chi",2174,2079,1,3,64,162,False,False,awclark_the_herald_angels_sing,False
elizabethlipscomb,,2029,914,1,3,0,37,False,False,elizabethlipscomb,False
macarthurhenderson,greenville � clemson ‘23,1061,978,1,0,80,45,True,False,macarthurhenderson,False
madelinemcelveen,"Hartsville, SC ★ Clemson University",2193,903,1,0,6,13,True,False,madelinemcelveen,False
sydameljar,"good grace good God
@clemsontridelta ΔΔΔ",1865,1304,0,6,88,107,True,False,sydameljar,False
mollydaviss,Clemson Univeristy ‘21                                                @kkgclemson,2609,1576,1,3,69,44,True,False,mollydaviss,False
kendallguyer,"������� ���������� | 843
@clemsonkappadelta",3460,1676,1,3,65,101,True,False,kendallguyer,False
abbeygracebyrd,chs ★ clem ★ @clemsonkappadelta,1655,1048,1,5,85,171,True,False,abbeygracebyrd,False
libbystoughton,Clemson ‘23 // Jeremiah 29:11,1785,959,1,8,48,205,True,False,libbystoughton,False
gwynmia,,2421,1414,1,1,3,87,True,False,gwynmia,False
caleigh_hankins,"☆ clemson kappa ‘23
☆ sc: caleigh64
☆ atl > jxn, ms > sc
☆ saved by His grace",3250,1975,1,4,96,47,True,False,caleigh_hankins,False
prestonheyse,CU ‘22 • SC: preston_heyse                  • Clemson Crew,659,673,1,0,60,13,False,False,prestonheyse,False
kyrapmerrill,clemson 23,1366,999,1,0,92,44,True,False,kyrapmerrill,False
madelinecoker,Clemson ’22 ΔΔΔ,1572,1285,1,1,73,78,True,False,madelinecoker,False
ashlinelaine,"CHS | CU ‘22 | ΑΔΠ
your heart is free, have the courage to follow it�",2114,900,1,2,27,65,True,False,ashlinelaine,False
_victoriathomas,"columbia, sc ☆ ☆ @clemsontridelta",2263,1864,1,0,93,143,True,False,_victoriathomas,False
lilyheinold,"Clemson 23’
snap-palmettolily11",1114,1219,1,0,23,98,True,False,lilyheinold,False
gracebauman46,clemson ☼ AΦ ☼ psalm 30:5,3303,2129,1,4,56,67,False,False,gracebauman46,False
divya.pinto,Clemson 23 | ΚΚΓ,1387,1589,1,5,64,48,True,False,divya.pinto,False
amandaa.weberr,NC � � Clemson University �,1584,1148,1,6,23,180,True,False,amandaa.weberr,False
_keepingupwithkate_,"clemson | @clemsonpanhellenic 
how u livin",1939,1693,1,13,78,219,True,False,_keepingupwithkate_,False
mackenzie_blue_,Clemson | KΔ,1175,1170,1,1,74,85,True,False,mackenzie_blue_,False
annarputnam,Clemson ‘23 || zta⚡��,1598,1076,1,3,47,186,True,False,annarputnam,False
alexandra_michele712,Dogs and tats make me happy. That's about it folks.,5939,2150,1,1,0,318,True,False,alexandra_michele712,False
sammorello,long island • clemson,1460,1089,1,0,35,126,True,False,sammorello,False
marina.terry,"va • clemson • delta zeta
snap: marina.terry",1567,1247,1,5,50,33,True,False,marina.terry,False
annawallacelee,"murrells inlet, sc
clemson university ‘23 
snap • adubs1212",1116,1028,1,0,20,211,True,False,annawallacelee,False
gracie_duff,@axoclemson,2259,2070,1,2,45,128,True,False,gracie_duff,False
emilyeil,"so much better Your way.
clemson | tri delt",2947,2788,1,0,96,43,True,False,emilyeil,False
mademak,2 corinthians 12:9-10 | clemson | ΚΔ,1031,989,1,3,83,102,True,False,mademak,False
bry.lawlor,"NOVA⚡� Clemson’23 
@clemsonkappadelta
���
#mathiasstrong�",1672,1286,1,11,90,108,True,False,bry.lawlor,False
madeline_beverly,"conway, sc ☆� clemson ‘23
snap ☆� madelineb14",1268,1175,1,1,14,10,True,False,madeline_beverly,False
marybethgreene,"Lover of the Lord & the Clemson Tigers �
Clemson University ‘22  | Alpha Delta Pi 
Greenville, South Carolina",4478,4029,1,13,85,149,False,False,marybethgreene,False
gracemcmillan_,Clemson ☆ K K Γ,9037,3135,1,4,90,1387,True,False,gracemcmillan_,False
esmoak,Charleston | Clemson ‘23 | ΔΔΔ,3003,1534,1,0,83,163,True,False,esmoak,False
_isabel.grace,"by grace through faith 
HHI ☆ CU ☆ ΑΧΩ
sc: isabel.L7",2842,2321,1,6,74,104,True,False,_isabel.grace,False
caroline.hendrix26,"clemson ‘23
create in me a clean heart",1328,671,1,0,49,12,False,False,caroline.hendrix26,False
emilyroudebush,"CHS ☆ Clemson ‘22 ☆ AΦ
2 Corinthians 5:7
hootie & the blowfish enthusiast
@em_poweredwellness",2083,3287,1,18,50,826,False,False,emilyroudebush,False
madison_skipper,HTX ☆ CLEMSON ZTA,1832,935,0,0,29,191,True,False,madison_skipper,False
nicole.ashleyyy,GCSU ‘23  � ZTA �                                                          Sc: nicole2019a,1381,1475,0,6,3,185,True,False,nicole.ashleyyy,False
ali_r1,gvl ☆ Clemson ‘22,1096,1041,0,2,17,66,False,False,ali_r1,False
allanaoshields,"Cali Allana-Marie O’Shields
Saved by grace | Clemson '22 | KΔ | Scotland",2089,2021,0,13,88,155,True,False,allanaoshields,False
emmaline17,"CHS || CU ‘22 || ΑΧΩ || 4Γ
Him ��
@saltygalsdesigns",1802,2079,0,10,72,331,True,False,emmaline17,False
callienjarrett,☆ C L E M S O N ‘ 2 1 ☆,2063,942,0,7,9,272,True,False,callienjarrett,False
a.wilhite,"My brokenness is a trophy of His grace †
Charleston, SC
Clemson University ‘23
@clemsonkappadelta 
support missions in Thailand!! ��",2531,2027,0,6,107,137,False,False,a.wilhite,False
mallory.mccormick,DE | Clemson ‘23 | ΧΩ,1725,1346,0,4,51,82,True,False,mallory.mccormick,False
e.m.paradise,Clemson Women’s Rowing ΓΦΒ I only obey the fire marshal,1019,2128,0,0,9,185,False,False,e.m.paradise,False
averyluce,@clemsontridelta,2431,1783,0,2,105,94,True,False,averyluce,False
stefanielippard,"columbia, sc ☆ @clemsonkappadelta ☆ @vestique brand ambassador 
proverbs 3:5-6",1168,1111,0,9,87,52,False,False,stefanielippard,False
baileyfalcoo,"�nyc.�
Clemson University",1878,1849,0,6,17,78,False,False,baileyfalcoo,False
mollymrowan,DC | Clemson ‘22 | ΠΒΦ,1401,1395,0,3,33,129,True,False,mollymrowan,False
carolinetwombly,nhs ‘18 // clemson ‘22 // chi o,1096,963,0,3,46,26,True,False,carolinetwombly,False
juliaregenstreif,hit it!!!!!!��,950,984,0,10,4,303,True,False,juliaregenstreif,False
morganjackowskii,"@shoplabeye 
CLEMSON � KKG",1876,1394,0,5,62,70,False,False,morganjackowskii,False
kamryndennise_,"when you can’t find the sunshine, be the sunshine � 
� health & fitness insta: @keepfitwithkam 
clemson ‘23 � kappa delta!!!",2101,1303,0,0,90,421,False,False,kamryndennise_,False
carlimc_,"phillyyy
@axoclemson",1826,1049,0,6,40,114,False,False,carlimc_,False
ethang.5,NJ | Clemson | ΦΣΚ,765,774,0,0,36,27,True,False,ethang.5,False
jennaruhl,Garden City �  Clemson                                                                   @kkgclemson,2327,2108,0,3,106,177,True,False,jennaruhl,False
delaney_niemeyer,Wisconsin // Clemson ΔΔΔ,1846,1023,0,0,100,301,True,False,delaney_niemeyer,False
saraanna_sgr_goff,"Hartsville, SC.                                 •Clemson ‘22• @clemsonadpi",3467,2871,0,0,48,135,True,False,saraanna_sgr_goff,False
lizzy.mcclure,hotchkiss 19 • clemson 23 • ΔΔΔ,1447,1190,0,5,83,29,True,False,lizzy.mcclure,False
brooksawoody,be somebody who makes everybody feel like a somebody  ◡̈,1208,1063,0,0,21,151,True,False,brooksawoody,False
kateehickey,kentucky | @kkgclemson,1172,697,0,1,85,58,True,False,kateehickey,False
graciebell.h,"nashville,tn
@kkgclemson",2500,1880,0,1,105,222,True,False,graciebell.h,False
hannahhjoye,"saved by grace
clemson 21 • AΔΠ",1270,1234,0,5,28,95,True,False,hannahhjoye,False
taylorpetrucci,@clemsontridelta,1915,2110,0,0,62,162,True,False,taylorpetrucci,False
mariannafj,"Living for the One who died for me!
� @clemsonkappadelta 
� @_chefmj",1741,1512,0,12,76,322,True,False,mariannafj,False
ashley.doran,"atl / @clemsonadpi ���
free indeed",1385,945,0,4,68,53,True,False,ashley.doran,False
spencerhandler,"CT � CLEM ‘22 � ΧΩ
@universitytees campus manager",1858,1836,0,0,45,189,False,False,spencerhandler,False
clare_maloney,clemson ΔΔΔ,3109,2136,0,0,115,124,True,False,clare_maloney,False
ellisonhorton,Greenville | @kkgclemson,2128,1736,0,0,65,84,True,False,ellisonhorton,False
caroline___murphy,Clemson || ΑΧΩ,1567,1040,0,8,39,189,True,False,caroline___murphy,False
alyssacarfagno,HTX l NYC l CLEMSON ΧΩ,1311,1230,0,3,27,88,True,False,alyssacarfagno,False
haalleeyy__,CU ‘22 | FM | ☆ ΚΚΓ �☆                         @kkgclemson,2119,1406,0,0,71,283,True,False,haalleeyy__,False
_taylorstephenson,Clemson ‘23 || @clemsonalphaphi,2733,1446,0,5,76,181,True,False,_taylorstephenson,False
annsullivanthomas,"Davidson, NC//Clemson 
@kkgclemson",1925,931,0,2,96,88,True,False,annsullivanthomas,False
bowlingallieeee,"Clemson University ‘22 // Chemistry
Humbled Christian. Sports fanatic. Professional procrastinator. Mediocre guitar strummer.
sc: allielindler2",1467,886,0,0,11,331,True,False,bowlingallieeee,False
mackenzie_crotwell,� clemson rally cat � AΔΠ �,1332,720,0,0,20,84,False,False,mackenzie_crotwell,False
laurenccurtis,tampa | clemson ‘23 | ΔΔΔ,1438,857,0,14,75,146,True,False,laurenccurtis,False
brookemoses,"Clemson KKG
Southlake, TX",3483,1254,0,4,86,181,False,False,brookemoses,False
gwynethhlee,just peachy :),1751,749,0,1,1,44,False,False,gwynethhlee,False
alyssa_patrickk,clemson ‘23,1328,760,0,0,10,22,True,False,alyssa_patrickk,False
cailyn110,bos � chi o,1548,948,0,0,42,92,True,False,cailyn110,False
laurascherck,☆ Clemson ‘22 ☆ @clemson_zeta,1093,782,0,0,30,80,False,False,laurascherck,False
emmaggoerl,"⋆ ⋆ ⋆ ⋆ ⋆ ⋆ ⋆ ⋆ ⋆
daughter of the King, lover of Jesus
clemson ☻ KΔ",1889,1287,0,7,130,113,False,False,emmaggoerl,False
clairemiralia,doctor called me sick. I said tru,1127,797,0,12,3,65,True,False,clairemiralia,False
ansleycordero,"clemson ☆ ΑΔΠ 
sc: cordero99",2809,896,0,0,35,44,True,False,ansleycordero,False
sarahmanningg,"Clemson University ‘22
@axoclemson � @clemsontakenote",1862,1268,0,5,57,115,True,False,sarahmanningg,False
mikaelajuskalian,phl | sc � vma 19 � clemson university 23 � @cutigertwirlers  � psalm 114:119,1242,1231,0,6,34,154,True,False,mikaelajuskalian,False
carolinerhenderson,"@clemsontridelta 
His love endures forever",1443,1183,0,6,75,147,True,False,carolinerhenderson,False
laurenstarrette,☆ @clemsonalphaphi ☆,1835,2453,0,0,28,51,False,False,laurenstarrette,False
mckennarybaltowski,,2088,1344,0,3,91,169,True,False,mckennarybaltowski,False
elizaamoore7,"free indeed!�
@_artbyeliza
@elizamoorephotos",1603,620,0,7,43,250,True,False,elizaamoore7,False
_chicken_fried_bryce_,"Clemson University || ΚΚΓ ☆
Chillax baby ain’t nuffin’ that serious�",4151,2229,0,5,66,133,True,False,_chicken_fried_bryce_,False
grace_zimmel,fearfully and wonderfully made | dtx → clemson ‘23 @clemsonalphaphi,1075,779,0,4,54,68,False,False,grace_zimmel,False
emmakatebanks,"make me worthy of Your calling 
CU ‘22 ΑΧΩ",1287,839,0,5,54,81,True,False,emmakatebanks,False
sheavillani,new jersey | clemson | zeta,1644,1013,0,3,35,100,True,False,sheavillani,False
ellisturner1,"greenville, sc || clemson ΔΔΔ",2388,1353,0,6,102,155,False,False,ellisturner1,False
rachelcking_,clemson nursing ‘23  ☆ @clemsontridelta,2077,879,0,7,85,270,True,False,rachelcking_,False
mograceyoder,"“go forth in the dance of the merrymakers” jeremiah 31:4
cu’22 // kd",1602,1592,0,0,69,353,False,False,mograceyoder,False
jglawrimore,"Clemson KΔ
☆ Make it Fun ☆",2925,1773,0,6,105,12,True,False,jglawrimore,False
_hannahjones,phl � clemson � zta ♛ @sixpackeats @get_rally,2333,1289,0,0,34,89,True,False,_hannahjones,False
megan_musick,Clemson'23 || ΚΔ,1650,1617,0,0,67,14,False,False,megan_musick,False
alexa_poulin,VA ☼ Clemson ‘23 ☼ ΧΩ,1973,1182,0,0,49,83,True,False,alexa_poulin,False
gracebrown_14,Clemson '21 // AXO,2442,1978,0,3,55,241,True,False,gracebrown_14,False
mills.marie,Clemson University   �  ΧΩ,1433,841,1,4,39,118,False,False,mills.marie,False
gracecburgin,Let the good times roll � @clemson_chio,1733,1340,0,7,50,332,False,False,gracecburgin,False
emjmerritt,"CU '23
@luandemjewelry",2430,989,0,0,37,228,True,False,emjmerritt,False
hbuxton,Clemson/ hey @grahamchitty,4207,1493,0,0,113,292,True,False,hbuxton,False
meredith.pool,"the cross before me, the world behind me 
clemson ‘23  ||  KΔ",1365,1354,0,3,88,57,False,False,meredith.pool,False
laurenkozuch,"CU ’22� 
☆ AΦ ☆",1344,1092,0,2,30,96,False,False,laurenkozuch,False
ginatecca,"san diego, ca // @clemsonalphaphi",1797,1138,1,0,52,106,False,False,ginatecca,False
gchamm,DE x Clemson x ∆∆∆,2111,1562,0,6,83,113,False,False,gchamm,False
ellievensel,"Clemson ‘23�
�ΠΒΦ
c.l. ��",1274,1126,0,2,38,120,False,False,ellievensel,False
nollkatie,Mary Katherine || Clemson ‘21,1602,1336,0,10,37,170,False,False,nollkatie,False
stewartbuxton_,"know your worth
@clemsontridelta 
@bumblehoney",1876,1150,0,7,86,85,False,False,stewartbuxton_,False
gracehassell,"NJ | GA
clemson’23 ♛ ZTA",1407,1029,0,4,64,35,False,False,gracehassell,False
sdeabreu,clemson ‘22  | @axoclemson,2430,1779,0,4,63,613,True,False,sdeabreu,False
suzannelafond,"charleston, sc ⋆ clemson ΑΦ ⋆ and if not, He is still good",1911,1466,0,4,42,44,True,False,suzannelafond,False
fosterwilley,"hilton head ☆ clemson 
@clemsontridelta
@bumblehoney",2083,1574,0,21,82,228,True,False,fosterwilley,False
lauren.poulin,see the good in things !!,1799,1042,0,4,5,172,True,False,lauren.poulin,False
laneyleschack,Clemson ‘21 ☆ DCP,1272,830,0,0,13,154,True,False,laneyleschack,False
_annagoodyear,� Clemson ΚΚΓ � Jeremiah 29:11,3186,1228,0,4,85,34,False,False,_annagoodyear,False
addielouthian,"clemson ‘23 | KKΓ
@shoplabeye⚡�",2371,1897,0,7,118,109,False,False,addielouthian,False
gillianbello,nj � clemson � kappa,1904,1617,1,0,63,28,True,False,gillianbello,False
lindsayyross,Clemson ☆ ΚΚΓ,1594,1106,0,6,110,38,False,False,lindsayyross,False
caroline_shanahann,Greenville | Clemson ☆ KD,1269,924,0,3,74,79,False,False,caroline_shanahann,False
defiancee,"Authenticity is beautiful !!
Clemson ‘23 || ΓΦΒ || count it all JOY",1114,646,0,14,34,63,False,False,defiancee,False
gloriagracemurray,Clemson ‘23 // ΔΔΔ,3091,1361,0,0,106,88,False,False,gloriagracemurray,False
rileywilson24,GVL x Clemson KKΓ,2987,1730,0,3,84,71,True,False,rileywilson24,False
__marymiller,Clemson University � ΚΚΓ,2396,984,0,5,44,62,False,False,__marymiller,False
jessiebowmann,atl | clemson | ΚΚΓ,1870,1294,0,0,97,58,False,False,jessiebowmann,False
georgiabmartin,"CLEMSON � ΑΧΩ 
@clemsonfieldhockey",1852,821,0,8,60,116,False,False,georgiabmartin,False
emilygaskins,"we know the transforming power of this special love, because it was lavishly given to us, along with the abundant grace of Jesus Christ.",4054,1162,0,6,34,823,False,False,emilygaskins,False
nicolelatourr,★★★ VA | UNIVERSITY OF TENNESSEE 22 | AXO ★★★,3613,1413,0,9,1,56,False,False,nicolelatourr,False
mgbell34,"So I will live for Him. 
Clemson || NC",1746,599,0,1,71,88,True,False,mgbell34,False
emily_skroly,"@kkgclemson 
Fort Mill SC",1988,843,0,0,55,296,True,False,emily_skroly,False
kenleyshaw,"@clemson_zeta �
@twinsgottaeat �",1728,913,0,8,46,50,False,False,kenleyshaw,False
cassidyycarroll,"NJ  |  Clemson ‘23 �
♛ zeta tau alpha",1632,860,0,1,24,75,False,False,cassidyycarroll,False
bb_dew,CHS | CU '23 ΔΔΔ,2276,1743,0,0,99,74,False,False,bb_dew,False
mckinleycain,Clemson University � KKΓ,4246,1145,0,1,68,142,False,False,mckinleycain,False
jordanbarnes10,★ ������� ����������’21 ★  @clemsonadpi,3294,1247,0,10,27,342,False,False,jordanbarnes10,False
kalyn.cothran,Clemson University ☆ KKΓ,2557,789,0,6,74,72,False,False,kalyn.cothran,False
abbieheffernann,Clemson �,3049,1654,0,5,66,148,False,False,abbieheffernann,False
sarahgracecalder,Gvl || CU ‘23,1484,937,0,2,60,103,False,False,sarahgracecalder,False
graceannebrown_,"~double name~
clemson ΔΔΔ",3374,927,0,7,81,313,False,False,graceannebrown_,False
lindsyfranzene,"dekalb il, clemson sc
☆ @clemsonkappadelta",2352,823,0,8,70,98,False,False,lindsyfranzene,False
libbymilano,maryland � clemson adpi,1739,841,0,0,38,36,False,False,libbymilano,False
emma_youngblood,"clemson university ‘23
in His presence there is fullness of joy",952,572,0,7,32,38,False,False,emma_youngblood,False
sidneybrusse,CHS � @KKGCLEMSON � @SBRUSSEART,3212,1550,0,8,121,214,False,False,sidneybrusse,False
patriciaharriis,gcsu | @boohoo ambassador,9112,1090,0,26,44,217,False,False,patriciaharriis,False
abbyylaw,clt ☆ @clemsonkappadelta ☆,1926,962,0,5,74,220,False,False,abbyylaw,False
larynok,"• be young, be dope, be proud • | lawrence, ks | venmo: larynwhite",7961,792,0,4,1,58,False,False,larynok,False
barstoolvandy,"•Viva La Stool #AnchorDown
•Affiliate of @barstoolsports
•Not affiliated with Vanderbilt University
•DM pics, videos to be featured",9585,908,0,3,2,736,False,False,barstoolvandy,False
mjgrimsley1001,clemson ‘22 |                                                                 proverbs 3:5,11967,990,0,8,27,318,False,False,mjgrimsley1001,False
taylor.ogle,N͙J͙ || C͙l͙e͙m͙s͙o͙n͙ � ΑΔΠ �,3618,1443,0,0,40,195,False,False,taylor.ogle,False
brooke___fairchild,FSU ΔΔΔ,3193,998,0,4,3,186,False,False,brooke___fairchild,False
codyko,,1713474,732,0,1,116,861,False,False,codyko,True
santy_labradors,"Raising healthy, loving family, companions and quality competition Labradors.   Follow us.",662,192,0,1,3,107,False,False,santy_labradors,False
kayliefringer,"Clemson KKG  |  FTK
Lexington, SC",6685,640,0,7,113,98,False,False,kayliefringer,False
dancrenshawtx,"Dan Crenshaw, Congressman for TX-02, a former Navy SEAL.",1193450,386,0,12,12,515,False,False,dancrenshawtx,True
jimmy,Real Bros Season 3 Episode 2:,478839,698,0,0,16,844,False,False,jimmy,True
flexmandex_2,"| Serious Business Inquires: @shawnodare 
Green Bay Packers RB #22�| LTM Monkey |LTM GB | Proverbs 16:3| West Orlando",32641,552,0,0,4,70,False,False,flexmandex_2,True
ndadmissions,"Official Instagram of the University of Notre Dame Office of Undergraduate Admissions | #ndjourney | #nd2024
�: @ndadmissions �: @ndadmissions",8631,367,0,6,1,1374,False,False,ndadmissions,False
gtbarstool,"ALL things Georgia Tech�
Direct Affiliate of @barstoolsports 
DM us tips, pics and videos
Email: barstoolGT@gmail.com",8365,255,0,1,12,327,False,False,gtbarstool,False
georgiatechfb,Official Instagram of Georgia Tech Football,50411,223,0,2,10,1343,False,False,georgiatechfb,True
ndbarstool,"@BarstoolSports Affiliate
Not affiliated w/ University of Notre Dame
Twitter: @BarstoolIrish
��COMMEMORATE YOUR SPRING BREAK��",28244,641,0,1,3,652,False,False,ndbarstool,False
maddiehaley11,"atl �� auburn university
@auburnpibetaphi",37215,1154,0,5,40,279,False,False,maddiehaley11,False
jerryoftheday,A Jerry is an individual who sends life against the grain no matter the consequences *Since 2011* Submissions jerryoftheday@gmail *SHOP OUR STORE*��,1771080,371,0,16,20,2625,False,False,jerryoftheday,False
carltonloth,"��AUS | IFBB PRO | 6’2 | 23
� Jed North Athlete 
�EHP Labs Athlete - CARLTON10
�Qualified Online Trainer
�Training & Meal Plans
�Youtube-Carlton Loth",449868,104,0,5,2,982,False,False,carltonloth,False
oldrow_clemson,ZILLION BEERS MERCH ��,62230,3662,0,1,400,1906,False,False,oldrow_clemson,False
krein1ce,"Lifestyle/Travel Vlogger. Dog Mom. Vacation fanatic. 
Snapchat: krein1ce 
Twitter: Chelsea.kreiner",111060,1107,0,7,4,1034,False,False,krein1ce,False
kidcudi,,1425473,0,0,0,14,108,False,False,kidcudi,True
jonskywalker,"� ain’t no role model.
�
� 
affiliates:
  @ignite ��
  @unnaturals_labs �
  @legendlondon.co �
  @aesthetic_supplements_ �  
       (���� : ���)� �
�",703808,391,0,7,3,299,False,False,jonskywalker,False
tetongravity,�Watch Ryland Bell’s Alaska edit! �,453708,1070,0,45,4,4654,False,False,tetongravity,True
capstagramm,class clown gone pro,73237,701,0,1,5,210,False,False,capstagramm,True
notredame,Official Instagram of the University of Notre Dame. A force for good since 1842.,146561,129,0,9,3,983,False,False,notredame,True
jordan.b.peterson,Link to my personality e-course:,1203763,25,0,2,6,261,False,False,jordan.b.peterson,True
